game_id,attendance,venue,officials
401736202,8004,Wintrust Arena,Randy Richardson|Teresa Stuck|Agon Abazi
401736203,6251,College Park Center,Tim Greene|Tiara Cruse|Clare Simmons
401736204,18343,Climate Pledge Arena,Jeff Smith|Gina Cross|Eric Brewton
401736205,18064,Chase Center,Michael Price|Maj Forsberg|Jason Alabanza
401736206,10432,Michelob ULTRA Arena,Angelica Suffren|Ryan Sassano|Sarah Williams
401736207,17274,Gainbridge Fieldhouse,Marcy Williams|Isaac Barnett|Kelly Broomfield
401736208,10427,Michelob ULTRA Arena,Amy Bonner|Clare Simmons|Ashley Gloss
401736209,3265,Gateway Center,Marcy Williams|Eric Brewton|Gerda Gatling
401736210,20409,American Airlines Center,Roy Gulbeyan|Randy Richardson|Kelsey Reynolds
401736211,18064,Chase Center,Jenna Reneau|Catherine Chang|Sarah Williams
401736212,12009,Mortgage Matchup Center,Amy Bonner|Ryan Sassano|Blanca Burns
401736213,10776,Climate Pledge Arena,Biniam Maru|Agon Abazi|Ashley Gloss
401736214,6006,College Park Center,Gina Cross|Teresa Stuck|Gerda Gatling
401736215,3265,Gateway Center,Isaac Barnett|Kevin Fahy|Kelsey Reynolds
401736216,13523,crypto.com Arena,Roy Gulbeyan|Biniam Maru|Ashley Gloss
401736217,13247,Mortgage Matchup Center,Michael Price|Tim Greene|Catherine Chang
401736218,8821,Target Center,Amy Bonner|Gina Cross|Jason Alabanza
401736219,18064,Chase Center,Ryan Sassano|Clare Simmons|Kelly Broomfield
401736430,12778,Target Center,Roy Gulbeyan|Tiara Cruse|Isaac Barnett
401736220,16509,Gainbridge Fieldhouse,Angelica Suffren|Angel Kent|Clare Simmons
401736221,15956,Barclays Center,Charles Watson|Isaac Barnett|Sarah Williams
401736222,3265,Gateway Center,Fatou Cissoko-Stephens|Tiara Cruse|Blanca Burns
401736223,6162,College Park Center,Ryan Sassano|Kevin Fahy|Jenna Reneau
401736224,8824,Target Center,Jeff Smith|Maj Forsberg|Tim Greene
401736225,17274,Gainbridge Fieldhouse,Jeff Smith|Kevin Fahy|Jason Alabanza
401736226,8771,Target Center,Eric Brewton|Blanca Burns|Ashley Gloss
401736228,15515,Barclays Center,Roy Gulbeyan|Gina Cross|Jenna Reneau
401736227,8476,Mohegan Sun Arena,Marcy Williams|Randy Richardson|Kelsey Reynolds
401736229,8810,Target Center,Angelica Suffren|Biniam Maru|Clare Simmons
401736230,3265,Gateway Center,Charles Watson|Angel Kent|Teresa Stuck
401736231,11932,Mortgage Matchup Center,Tim Greene|Ashley Gloss|Gerda Gatling
401736232,9350,EagleBank Arena,Roy Gulbeyan|Randy Richardson|Sarah Williams
401736233,15041,Barclays Center,Tiara Cruse|Angel Kent|Kevin Fahy
401736234,7984,Mohegan Sun Arena,Amy Bonner|Toni Patillo|Sarah Williams
401736235,16798,Gainbridge Fieldhouse,Tim Greene|Randy Richardson|Gerda Gatling
401736236,10083,Mortgage Matchup Center,Jeff Smith|Charles Watson|Jenna Reneau
401736237,9025,Wintrust Arena,Eric Brewton|Blanca Burns|Catherine Chang
401736238,18199,crypto.com Arena,Maj Forsberg|Tim Greene|Tyler Mirkovich
401736239,9350,EagleBank Arena,Michael Price|Gina Cross|Blanca Burns
401736240,16966,Gainbridge Fieldhouse,Amy Bonner|Gina Cross|Eric Brewton
401736241,9569,Climate Pledge Arena,Jeff Smith|Randy Richardson|Catherine Chang
401736242,9025,Wintrust Arena,Angelica Suffren|Ryan Sassano|Angel Kent
401736243,10070,Michelob ULTRA Arena,Roy Gulbeyan|Jenna Reneau|Kelly Broomfield
401736244,17274,Gainbridge Fieldhouse,Charles Watson|Maj Forsberg|Ryan Sassano
401736245,17265,Barclays Center,Jeff Smith|Michael Price|Clare Simmons
401736246,0,crypto.com Arena,Roy Gulbeyan|Kevin Fahy|Biniam Maru
401736247,11126,Climate Pledge Arena,Angelica Suffren|Toni Patillo|Tyler Mirkovich
401736248,8105,Wintrust Arena,Marcy Williams|Randy Richardson|Jason Alabanza
401736249,18064,Chase Center,Eric Brewton|Biniam Maru|Kelsey Reynolds
401736250,19156,TD Garden,Michael Price|Isaac Barnett|Clare Simmons
401736251,10787,crypto.com Arena,Ryan Sassano|Kelsey Reynolds|Ashley Gloss
401736252,9025,Wintrust Arena,Tim Greene|Teresa Stuck|Gerda Gatling
401736253,16421,Target Center,Roy Gulbeyan|Amy Bonner|Sarah Williams
401736254,12500,Climate Pledge Arena,Maj Forsberg|Kevin Fahy|Jason Alabanza
401736255,17371,Barclays Center,Tiara Cruse|Toni Patillo|Catherine Chang
401736256,6153,College Park Center,Gina Cross|Eric Brewton|Blanca Burns
401781604,16988,Gainbridge Fieldhouse,Tiara Cruse|Angel Kent|Jenna Reneau
401736257,4200,CareFirst Arena,Tiara Cruse|Toni Patillo|Gerda Gatling
401736258,17365,Barclays Center,Eric Brewton|Teresa Stuck|Kevin Fahy
401736259,8821,Target Center,Fatou Cissoko-Stephens|Ryan Sassano|Kelly Broomfield
401736260,10361,Michelob ULTRA Arena,Roy Gulbeyan|Agon Abazi|Ashley Gloss
401736261,12500,Climate Pledge Arena,Michael Price|Marcy Williams|Isaac Barnett
401736262,11850,Mortgage Matchup Center,Marcy Williams|Isaac Barnett|Randy Richardson
401736263,7375,Mohegan Sun Arena,Angelica Suffren|Tim Greene|Teresa Stuck
401736264,16166,Gainbridge Fieldhouse,Amy Bonner|Fatou Cissoko-Stephens|Kelly Broomfield
401736265,7750,Wintrust Arena,Tiara Cruse|Angel Kent|Kevin Fahy
401736266,17515,Barclays Center,Michael Price|Angelica Suffren|Kelly Broomfield
401736267,8810,Target Center,Marcy Williams|Isaac Barnett|Kevin Fahy
401736268,18064,Chase Center,Randy Richardson|Agon Abazi|Sarah Williams
401736270,16024,Barclays Center,Amy Bonner|Fatou Cissoko-Stephens|Paul Tuomey
401736271,4200,CareFirst Arena,Eric Brewton|Teresa Stuck|Sarah Williams
401736272,8294,Mohegan Sun Arena,Maj Forsberg|Toni Patillo|Kelly Broomfield
401736269,19601,United Center,Isaac Barnett|Clare Simmons|Ashley Gloss
401736273,6251,College Park Center,Jeff Smith|Tiara Cruse|Angel Kent
401736274,4200,CareFirst Arena,Amy Bonner|Charles Watson|Biniam Maru
401736275,8788,Target Center,Roy Gulbeyan|Blanca Burns|Catherine Chang
401736276,7136,Mohegan Sun Arena,Fatou Cissoko-Stephens|Isaac Barnett|Ryan Sassano
401736277,6018,College Park Center,Roy Gulbeyan|Jenna Reneau|Catherine Chang
401736278,3265,Gateway Center,Jeff Smith|Amy Bonner|Gina Cross
401736279,4200,CareFirst Arena,Maj Forsberg|Marcy Williams|Kelly Broomfield
401736280,12449,crypto.com Arena,Tim Greene|Eric Brewton|Agon Abazi
401736281,17274,Gainbridge Fieldhouse,Angel Kent|Blanca Burns|Gerda Gatling
401736282,5228,College Park Center,Angelica Suffren|Randy Richardson|Kelsey Reynolds
401736283,10824,Target Center,Tiara Cruse|Clare Simmons|Ashley Gloss
401736284,4200,CareFirst Arena,Ryan Sassano|Tyler Mirkovich|Kevin Fahy
401736285,3283,Gateway Center,Ryan Sassano|Kevin Fahy|Ashley Gloss
401736286,8664,Mohegan Sun Arena,Jeff Smith|Amy Bonner|Gina Cross
401736287,7714,Wintrust Arena,Michael Price|Blanca Burns|Paul Tuomey
401736288,17857,American Airlines Center,Tim Greene|Agon Abazi|Sarah Williams
401736289,11354,Climate Pledge Arena,Roy Gulbeyan|Jenna Reneau|Jason Alabanza
401736290,10488,Michelob ULTRA Arena,Maj Forsberg|Randy Richardson|Biniam Maru
401736292,8747,Mohegan Sun Arena,Angelica Suffren|Charles Watson|Sarah Williams
401736291,3315,Gateway Center,Fatou Cissoko-Stephens|Tiara Cruse|Blanca Burns
401736295,16819,Climate Pledge Arena,Marcy Williams|Eric Brewton|Kelsey Reynolds
401736293,7081,Wintrust Arena,Gina Cross|Toni Patillo|Tyler Mirkovich
401736294,10445,Michelob ULTRA Arena,Tim Greene|Clare Simmons|Jenna Reneau
401736296,17306,Barclays Center,Gina Cross|Isaac Barnett|Gerda Gatling
401736297,6572,Wintrust Arena,Amy Bonner|Eric Brewton|Angel Kent
401736298,16035,crypto.com Arena,Angelica Suffren|Ashley Gloss|Catherine Chang
401736299,8083,Mortgage Matchup Center,Roy Gulbeyan|Marcy Williams|Clare Simmons
401736300,10468,Climate Pledge Arena,Tim Greene|Blanca Burns|Paul Tuomey
401736301,18064,Chase Center,Marcy Williams|Ryan Sassano|Ashley Gloss
401736302,7221,Wintrust Arena,Angelica Suffren|Charles Watson|Biniam Maru
401736303,10780,crypto.com Arena,Eric Brewton|Ryan Sassano|Blanca Burns
401736304,17071,Mortgage Matchup Center,Tim Greene|Randy Richardson|Paul Tuomey
401736305,6251,College Park Center,Fatou Cissoko-Stephens|Biniam Maru|Kelly Broomfield
401736306,8821,Target Center,Roy Gulbeyan|Agon Abazi|Jason Alabanza
401736307,10415,Michelob ULTRA Arena,Amy Bonner|Toni Patillo|Catherine Chang
401736309,17274,Gainbridge Fieldhouse,Isaac Barnett|Agon Abazi|Jason Alabanza
401736308,18064,Chase Center,Maj Forsberg|Paul Tuomey|Jenna Reneau
401736310,17343,Barclays Center,Angelica Suffren|Eric Brewton|Angel Kent
401736311,6152,College Park Center,Ryan Sassano|Toni Patillo|Blanca Burns
401736313,13953,Mortgage Matchup Center,Maj Forsberg|Jenna Reneau|Catherine Chang
401736312,11796,crypto.com Arena,Roy Gulbeyan|Kevin Fahy|Sarah Williams
401736314,10407,Michelob ULTRA Arena,Michael Price|Fatou Cissoko-Stephens|Kelly Broomfield
401736315,18064,Chase Center,Randy Richardson|Tyler Mirkovich|Teresa Stuck
401736316,16027,Gainbridge Fieldhouse,Amy Bonner|Eric Brewton|Clare Simmons
401736317,11862,crypto.com Arena,Randy Richardson|Tyler Mirkovich|Agon Abazi
401736318,6848,Mohegan Sun Arena,Angelica Suffren|Kevin Fahy|Jenna Reneau
401736319,4200,CareFirst Arena,Fatou Cissoko-Stephens|Biniam Maru|Kelsey Reynolds
401736320,10417,Michelob ULTRA Arena,Roy Gulbeyan|Maj Forsberg|Ashley Gloss
401736321,10687,Climate Pledge Arena,Tim Greene|Isaac Barnett|Teresa Stuck
401736322,16006,Gainbridge Fieldhouse,Angelica Suffren|Gina Cross|Paul Tuomey
401736323,7804,Wintrust Arena,Jeff Smith|Amy Bonner|Clare Simmons
401736324,6116,College Park Center,Marcy Williams|Ashley Gloss|Gerda Gatling
401736325,15892,Rogers Arena,Maj Forsberg|Randy Richardson|Toni Patillo
401736326,10850,Mortgage Matchup Center,Michael Price|Teresa Stuck|Kelly Broomfield
401736327,10810,Target Center,Tim Greene|Ryan Sassano|Jenna Reneau
401736329,8910,Mohegan Sun Arena,Roy Gulbeyan|Maj Forsberg|Ryan Sassano
401736328,4200,CareFirst Arena,Michael Price|Amy Bonner|Clare Simmons
401736330,10418,Michelob ULTRA Arena,Fatou Cissoko-Stephens|Isaac Barnett|Randy Richardson
401736331,14169,Climate Pledge Arena,Jeff Smith|Eric Brewton|Agon Abazi
401736332,18064,Chase Center,Jeff Wooten|Tim Greene|Biniam Maru
401736333,16864,Barclays Center,Roy Gulbeyan|Tyler Mirkovich|Catherine Chang
401736334,4200,CareFirst Arena,Paul Tuomey|Jenna Reneau|Ashley Gloss
401736335,6724,Wintrust Arena,Michael Price|Marcy Williams|Ryan Sassano
401736336,10420,Michelob ULTRA Arena,Eric Brewton|Kevin Fahy|Kelsey Reynolds
401736337,18064,Chase Center,Angelica Suffren|Isaac Barnett|Sarah Williams
401736338,13598,crypto.com Arena,Kevin Fahy|Biniam Maru|Sarah Williams
401736339,7144,Mohegan Sun Arena,Michael Price|Catherine Chang|Gerda Gatling
401736340,15887,Barclays Center,Jeff Smith|Fatou Cissoko-Stephens|Agon Abazi
401736341,3265,Gateway Center,Tim Greene|Kelly Broomfield|Ashley Gloss
401736342,10460,Michelob ULTRA Arena,Amy Bonner|Gina Cross|Jason Alabanza
401736343,15121,Gainbridge Fieldhouse,Jeff Wooten|Isaac Barnett|Randy Richardson
401736344,6063,College Park Center,Charles Watson|Maj Forsberg|Kelly Broomfield
401736345,10280,Mortgage Matchup Center,Ryan Sassano|Tyler Mirkovich|Ashley Gloss
401736346,3305,Gateway Center,Amy Bonner|Kevin Fahy|Jason Alabanza
401736347,4200,CareFirst Arena,Roy Gulbeyan|Agon Abazi|Kelsey Reynolds
401736348,8412,Wintrust Arena,Angelica Suffren|Tim Greene|Eric Brewton
401736349,4200,CareFirst Arena,Tim Greene|Eric Brewton|Jason Alabanza
401736350,6251,College Park Center,Michael Price|Clare Simmons|Sarah Williams
401736351,15124,Target Center,Maj Forsberg|Ryan Sassano|Tyler Mirkovich
401736352,15011,Barclays Center,Maj Forsberg|Ashley Gloss|Gerda Gatling
401736353,9103,Wintrust Arena,Jeff Wooten|Tyler Mirkovich|Jenna Reneau
401736354,16737,Gainbridge Fieldhouse,Amy Bonner|Charles Watson|Biniam Maru
401736355,10726,crypto.com Arena,Roy Gulbeyan|Fatou Cissoko-Stephens|Paul Tuomey
401736356,3326,Gateway Center,Maj Forsberg|Ryan Sassano|Sarah Williams
401736357,5710,College Park Center,Jeff Wooten|Isaac Barnett|Tyler Mirkovich
401736358,15015,Barclays Center,Amy Bonner|Gina Cross|Marcy Williams
401736359,9810,Target Center,Isaac Barnett|Jenna Reneau|Gerda Gatling
401736360,10445,Mortgage Matchup Center,Randy Richardson|Teresa Stuck|Kevin Fahy
401736361,3268,Gateway Center,Biniam Maru|Paul Tuomey|Jenna Reneau
401736362,15419,crypto.com Arena,Jeff Wooten|Teresa Stuck|Agon Abazi
401736363,8910,Mohegan Sun Arena,Tim Greene|Tiara Cruse|Sarah Williams
401736364,18064,Chase Center,Charles Watson|Maj Forsberg|Jason Alabanza
401736365,12500,Climate Pledge Arena,Roy Gulbeyan|Tyler Mirkovich|Catherine Chang
401736366,13252,Mortgage Matchup Center,Jeff Wooten|Toni Patillo|Agon Abazi
401736367,12218,crypto.com Arena,Jeff Smith|Angelica Suffren|Eric Brewton
401736368,18064,Chase Center,Fatou Cissoko-Stephens|Randy Richardson|Kelly Broomfield
401736369,8081,Mohegan Sun Arena,Marcy Williams|Teresa Stuck|Jenna Reneau
401736370,10824,Target Center,Gina Cross|Toni Patillo|Kevin Fahy
401736371,12500,Climate Pledge Arena,Fatou Cissoko-Stephens|Randy Richardson|Kelsey Reynolds
401736372,18064,Chase Center,Jeff Smith|Eric Brewton|Catherine Chang
401736373,13132,Mortgage Matchup Center,Amy Bonner|Maj Forsberg|Biniam Maru
401736374,3265,Gateway Center,Roy Gulbeyan|Gina Cross|Tim Greene
401736375,7195,Wintrust Arena,Randy Richardson|Ryan Sassano|Kelsey Reynolds
401736376,4200,CareFirst Arena,Kevin Fahy|Paul Tuomey|Gerda Gatling
401736377,18064,Chase Center,Amy Bonner|Teresa Stuck|Jenna Reneau
401736378,14656,T-Mobile Arena,Tiara Cruse|Ashley Gloss|Catherine Chang
401736379,3314,Gateway Center,Marcy Williams|Kevin Fahy|Kelsey Reynolds
401736380,16012,Gainbridge Fieldhouse,Jeff Wooten|Eric Brewton|Toni Patillo
401736381,12500,Climate Pledge Arena,Michael Price|Ryan Sassano|Blanca Burns
401736382,8910,Mohegan Sun Arena,Fatou Cissoko-Stephens|Charles Watson|Ashley Gloss
401736383,18064,Chase Center,Roy Gulbeyan|Gina Cross|Tim Greene
401736384,11183,CFG Bank Arena,Angelica Suffren|Marcy Williams|Jenna Reneau
401736385,13868,crypto.com Arena,Tim Greene|Randy Richardson|Blanca Burns
401736386,17306,T-Mobile Arena,Michael Price|Gina Cross|Isaac Barnett
401736387,3319,Gateway Center,Eric Brewton|Jenna Reneau|Sarah Williams
401736388,17532,Barclays Center,Roy Gulbeyan|Tiara Cruse|Teresa Stuck
401736389,15012,Gainbridge Fieldhouse,Fatou Cissoko-Stephens|Maj Forsberg|Ryan Sassano
401736390,15640,T-Mobile Arena,Tim Greene|Marcy Williams|Randy Richardson
401736391,13151,Mortgage Matchup Center,Michael Price|Gina Cross|Agon Abazi
401736392,12500,Climate Pledge Arena,Amy Bonner|Isaac Barnett|Biniam Maru
401736393,7508,Mohegan Sun Arena,Tiara Cruse|Paul Tuomey|Catherine Chang
401736394,8824,Wintrust Arena,Maj Forsberg|Kevin Fahy|Ashley Gloss
401736395,6251,College Park Center,Angelica Suffren|Eric Brewton|Clare Simmons
401736396,8824,Target Center,Roy Gulbeyan|Jeff Wooten|Randy Richardson
401736397,13484,crypto.com Arena,Amy Bonner|Isaac Barnett|Biniam Maru
401820272,8821,Target Center,Jeff Wooten|Tiara Cruse|Kevin Fahy|Gerda Gatling
401820313,3800,Gateway Center,Roy Gulbeyan|Maj Forsberg|Marcy Williams
401820314,10095,Mortgage Matchup Center,Amy Bonner|Eric Brewton|Isaac Barnett
401820315,10407,Michelob ULTRA Arena,Fatou Cissoko-Stephens|Tim Greene|Ryan Sassano|Agon Abazi
401820316,16682,Gainbridge Fieldhouse,Angelica Suffren|Eric Brewton|Randy Richardson|Catherine Chang
401820317,12500,Climate Pledge Arena,Tiara Cruse|Isaac Barnett|Ashley Gloss|Gerda Gatling
401820318,17017,Barclays Center,Fatou Cissoko-Stephens|Maj Forsberg|Agon Abazi|Jenna Reneau
401820319,18543,SAP Center at San Jose,Roy Gulbeyan|Gina Cross|Tim Greene|Clare Simmons
401820320,3800,Gateway Center,Tiara Cruse|Isaac Barnett|Kevin Fahy
401820321,10409,Michelob ULTRA Arena,Amy Bonner|Jeff Wooten|Eric Brewton|Randy Richardson
401820324,13104,Mortgage Matchup Center,Roy Gulbeyan|Gina Cross|Tim Greene
401820327,10409,Michelob ULTRA Arena,Amy Bonner|Gina Cross|Isaac Barnett|Ashley Gloss
401820328,10121,Target Center,Jeff Wooten|Angelica Suffren|Maj Forsberg|Eric Brewton
401820330,10824,Target Center,Roy Gulbeyan|Tim Greene|Ryan Sassano|Ashley Gloss
401820331,10516,Michelob ULTRA Arena,Jeff Wooten|Fatou Cissoko-Stephens|Marcy Williams|Kevin Fahy
401820334,16507,Gainbridge Fieldhouse,Roy Gulbeyan|Tiara Cruse|Eric Brewton|Ashley Gloss
401820333,15941,Mortgage Matchup Center,Isaac Barnett|Randy Richardson|Jenna Reneau
401820337,16022,Gainbridge Fieldhouse,Jeff Wooten|Isaac Barnett|Randy Richardson|Jenna Reneau
401820338,16919,Mortgage Matchup Center,Roy Gulbeyan|Amy Bonner|Fatou Cissoko-Stephens|Kevin Fahy
401820340,10529,Michelob ULTRA Arena,Roy Gulbeyan|Fatou Cissoko-Stephens|Isaac Barnett|Kevin Fahy
401820322,10266,Michelob ULTRA Arena,Angelica Suffren|Eric Brewton|Randy Richardson|Jenna Reneau
401820325,10404,Michelob ULTRA Arena,Angelica Suffren|Maj Forsberg|Isaac Barnett|Kevin Fahy
401820326,17071,Mortgage Matchup Center,Amy Bonner|Jeff Wooten|Fatou Cissoko-Stephens|Tiara Cruse
401820329,17071,Mortgage Matchup Center,Roy Gulbeyan|Jeff Wooten|Gina Cross|Tim Greene
401867793,7821,Target Center,Gina Cross|Clare Simmons|Gerda Gatling
401867794,10051,Gainbridge Fieldhouse,Charles Watson|Kevin Fahy|Jason Alabanza
401867795,3229,Gateway Center,Amy Bonner|Ryan Sassano|Ken Jones
401866519,5218,Mohegan Sun Arena,Tim Greene|Marcy Williams|Genesis Perrymond
401866520,10179,Moody Center,Kevin Fahy|Gerda Gatling|RJ Johnson
401866521,13550,Moda Center,Agon Abazi|Clare Simmons|Kelly Broomfield
401856890,17615,Barclays Center,Roy Gulbeyan|Ryan Sassano|Tyler Mirkovich
401856891,8210,Coca-Cola Coliseum,Fatou Cissoko-Stephens|Charles Watson|Clare Simmons
401856892,14200,Climate Pledge Arena,Angelica Suffren|Sarah Williams|Josh Reed
401856893,17274,Gainbridge Fieldhouse,Tim Greene|Kevin Fahy|Catherine Chang
401856894,16511,T-Mobile Arena,Maj Forsberg|Tiara Cruse|Agon Abazi
401856899,10821,Target Center,Roy Gulbeyan|Tyler Mirkovich|Blanca Burns
401856895,19335,Moda Center,Angelica Suffren|Sarah Williams|Genesis Perrymond
401856896,7374,Mohegan Sun Arena,Fatou Cissoko-Stephens|Charles Watson|Clare Simmons
401856897,4200,CareFirst Arena,Marcy Williams|Toni Patillo|Ken Jones
401856898,12266,crypto.com Arena,Amy Bonner|Leah Lanie|Gerda Gatling|Leah Lanie
401856900,18064,Chase Center,Randy Richardson|Jason Alabanza|RJ Johnson
401856901,6251,College Park Center,Gina Cross|Ryan Sassano|Kelsey Reynolds
401856902,10826,Mortgage Matchup Center,Isaac Barnett|Kevin Fahy|Leah Lanie
401856903,12386,Moda Center,Amy Bonner|Randy Richardson|RJ Johnson
401856904,8142,Coca-Cola Coliseum,Angelica Suffren|Tiara Cruse|Sarah Williams
401856905,5452,Mohegan Sun Arena,Tim Greene|Tyler Mirkovich|Ken Jones
401856906,18064,Chase Center,Kevin Fahy|Leah Lanie|Catherine Chang
401856907,12605,crypto.com Arena,Agon Abazi|Clare Simmons|Jason Alabanza
401856908,5982,College Park Center,Fatou Cissoko-Stephens|Charles Watson|Blanca Burns
401856909,13087,Moda Center,Maj Forsberg|Josh Reed|Gerda Gatling
401856910,7265,Mohegan Sun Arena,Isaac Barnett|Toni Patillo|Sarah Williams
401856911,15673,Gainbridge Fieldhouse,Gina Cross|Tiara Cruse|Kelsey Reynolds
401856912,11861,crypto.com Arena,Randy Richardson|Kevin Fahy|Genesis Perrymond
401856913,11094,Mortgage Matchup Center,Roy Gulbeyan|Marcy Williams|Kelly Broomfield
401856915,17044,State Farm Arena,Fatou Cissoko-Stephens|Tyler Mirkovich|Ken Jones
401856916,14505,Gainbridge Fieldhouse,Charles Watson|Isaac Barnett|Blanca Burns
401856914,10001,Target Center,Maj Forsberg|Tiara Cruse|Clare Simmons
401856917,11648,crypto.com Arena,Roy Gulbeyan|Marcy Williams|Kelly Broomfield
401856918,6251,College Park Center,Angelica Suffren|Tyler Mirkovich|Josh Reed
401856919,12010,Moda Center,Roy Gulbeyan|Marcy Williams|Jason Alabanza
401856920,9337,Mortgage Matchup Center,Maj Forsberg|Tim Greene|RJ Johnson
401856921,14010,Gainbridge Fieldhouse,Amy Bonner|Ryan Sassano|Sarah Williams
401856922,9025,Wintrust Arena,Isaac Barnett|Randy Richardson|Kelly Broomfield
401856923,9024,Climate Pledge Arena,Tim Greene|Agon Abazi|Josh Reed
401856924,15862,Barclays Center,Charles Watson|Tiara Cruse|Teresa Stuck
401856925,8910,Target Center,Angelica Suffren|Toni Patillo|Kelsey Reynolds
401856926,10953,Mortgage Matchup Center,Gina Cross|Jason Alabanza|Catherine Chang
401856927,3626,Gateway Center,Teresa Stuck|Kevin Fahy|Gerda Gatling
401856928,16742,Gainbridge Fieldhouse,Maj Forsberg|Randy Richardson|Kelly Broomfield
401856929,9741,Climate Pledge Arena,Gina Cross|Jason Alabanza|Catherine Chang
401856930,7030,Wintrust Arena,Fatou Cissoko-Stephens|Tim Greene|Ryan Sassano
401856931,8210,Coca-Cola Coliseum,Charles Watson|Tiara Cruse|Ken Jones
401856932,10386,Michelob ULTRA Arena,Roy Gulbeyan|Angelica Suffren|Toni Patillo
401856933,3575,Gateway Center,Marcy Williams|Clare Simmons|Sarah Williams
401856934,17622,Barclays Center,Maj Forsberg|Randy Richardson|Agon Abazi
401856935,10559,Climate Pledge Arena,Roy Gulbeyan|Kelsey Reynolds|RJ Johnson
401856936,13881,Barclays Center,Marcy Williams|Tyler Mirkovich|Clare Simmons
401856937,18064,Chase Center,Toni Patillo|Kelsey Reynolds|Josh Reed
401856938,14995,Barclays Center,Tim Greene|Ryan Sassano|Ken Jones
401856939,6209,Wintrust Arena,Kevin Fahy|Catherine Chang|Genesis Perrymond
401856940,9912,Target Center,Gina Cross|Charles Watson|Jason Alabanza
401856941,11945,Moda Center,Maj Forsberg|Randy Richardson|RJ Johnson
401856942,9202,Climate Pledge Arena,Tiara Cruse|Toni Patillo|Teresa Stuck
401856943,6251,College Park Center,Charles Watson|Clare Simmons|Jason Alabanza
401856944,18064,Chase Center,Roy Gulbeyan|Tyler Mirkovich|Agon Abazi
401856945,17579,Barclays Center,Kevin Fahy|Genesis Perrymond|Gerda Gatling
401856946,4200,CareFirst Arena,Fatou Cissoko-Stephens|Ryan Sassano|Ken Jones
401856947,7004,Wintrust Arena,Angelica Suffren|Kelsey Reynolds|RJ Johnson
401856948,13602,Moda Center,Roy Gulbeyan|Teresa Stuck|Catherine Chang
401856949,8210,Coca-Cola Coliseum,Gina Cross|Marcy Williams|Tyler Mirkovich
401856950,10478,PeoplesBank Arena,Kevin Fahy|Genesis Perrymond|Gerda Gatling
401856951,19347,Moda Center,Tim Greene|Isaac Barnett|Blanca Burns
401856952,18064,Chase Center,Gina Cross|Randy Richardson|Teresa Stuck
401856953,6251,College Park Center,Angelica Suffren|Angel Kent|Ken Jones
401856954,9234,Mortgage Matchup Center,Roy Gulbeyan|Blanca Burns|Catherine Chang
401856955,3575,Gateway Center,Angelica Suffren|Isaac Barnett|Ryan Sassano
401856956,4200,CareFirst Arena,Amy Bonner|Gina Cross|Tim Greene
401856957,18064,Chase Center,Clare Simmons|Ashley Gloss|Jason Alabanza
401856958,11178,crypto.com Arena,Maj Forsberg|Blanca Burns|Kelsey Reynolds
401856959,14574,Barclays Center,Charles Watson|Isaac Barnett|Teresa Stuck
401856960,9109,Climate Pledge Arena,Agon Abazi|Clare Simmons|Ashley Gloss
401856961,17002,Gainbridge Fieldhouse,Amy Bonner|Kelly Broomfield|Gerda Gatling
401856962,9105,Target Center,Angel Kent|Toni Patillo|Tyler Mirkovich
401856963,6594,Wintrust Arena,Charles Watson|Maj Forsberg|Kelly Broomfield
401856964,12828,crypto.com Arena,Agon Abazi|Clare Simmons|Jason Alabanza
401856965,12046,Moda Center,Roy Gulbeyan|Sarah Williams|Josh Reed
401856966,10801,Target Center,Tim Greene|Isaac Barnett|Gerda Gatling
401856967,10467,Michelob ULTRA Arena,Ryan Sassano|Kevin Fahy|Catherine Chang
401856968,3609,Gateway Center,Marcy Williams|Randy Richardson|Blanca Burns
401856969,16306,Barclays Center,Angelica Suffren|Gina Cross|Maj Forsberg
401856970,8210,Coca-Cola Coliseum,Amy Bonner|Kelsey Reynolds|RJ Johnson
401856971,11227,crypto.com Arena,Ryan Sassano|Toni Patillo|Tyler Mirkovich
401856972,0,Mohegan Sun Arena,Amy Bonner|Ken Jones|Sarah Williams
401856973,4200,CareFirst Arena,Charles Watson|Isaac Barnett|Clare Simmons
401856974,10261,Michelob ULTRA Arena,Toni Patillo|Tyler Mirkovich|RJ Johnson
401856975,6921,Wintrust Arena,Angelica Suffren|Ashley Gloss|Genesis Perrymond
401856976,10907,Target Center,Roy Gulbeyan|Maj Forsberg|Marcy Williams
401856977,18064,Chase Center,Fatou Cissoko-Stephens|Angel Kent|Agon Abazi
401856978,8210,Coca-Cola Coliseum,Isaac Barnett|Genesis Perrymond|Gerda Gatling
401856979,9309,Climate Pledge Arena,Randy Richardson|Angel Kent|Josh Reed
401856980,15578,Gainbridge Fieldhouse,Roy Gulbeyan|Blanca Burns|Sarah Williams
401856981,3600,Gateway Center,Tyler Mirkovich|Kevin Fahy|Clare Simmons
401856982,6251,College Park Center,Amy Bonner|Charles Watson|Isaac Barnett
401856983,13178,Moda Center,Gina Cross|Tim Greene|Kelsey Reynolds
401856984,4200,CareFirst Arena,Ryan Sassano|Toni Patillo|Ken Jones
401856985,10648,Climate Pledge Arena,Gina Cross|Maj Forsberg|Kelsey Reynolds
401856986,8910,Mohegan Sun Arena,Tyler Mirkovich|Kevin Fahy|Clare Simmons
